fullName,term,signAge,contractLength,totalValue,aav,isEntryLevel,signSeason,height,weight,birthDate,draftRound,draftOverall,draftYear,undrafted
Daniel Theis,2017-2018,25.0,2,2193857.0,1096929.0,1,2016-17,80,245,1992-04-04,0,0,0,True
Alfonzo McKinnie,2017-2018,24.0,2,2193857.0,1096929.0,1,2016-17,79,215,1992-09-17,0,0,0,True
Maxi Kleber,2017-2018,25.0,2,2193857.0,1096929.0,1,2016-17,82,240,1992-01-29,0,0,0,True
Gian Clavell,2017-2017,23.0,1,815615.0,815615.0,1,2016-17,76,185,1993-11-26,0,0,0,True
Andre Ingram,2017-2017,32.0,1,13824.0,13824.0,1,2016-17,75,190,1985-11-19,0,0,0,True
Deandre Ayton,2018-2021,19.0,4,40379230.0,10094808.0,1,2017-18,83,250,1998-07-23,1,1,2018,False
Marvin Bagley III,2018-2021,19.0,4,36137474.0,9034369.0,1,2017-18,83,235,1999-03-14,1,2,2018,False
Jaren Jackson Jr.,2018-2021,18.0,4,29280440.0,7320110.0,1,2017-18,83,242,1999-09-15,1,4,2018,False
Trae Young,2018-2021,19.0,4,26527711.0,6631928.0,1,2017-18,73,164,1998-09-19,1,5,2018,False
Wendell Carter Jr.,2018-2021,19.0,4,22011467.0,5502867.0,1,2017-18,82,270,1999-04-16,1,7,2018,False
Collin Sexton,2018-2021,19.0,4,20175111.0,5043778.0,1,2017-18,73,190,1999-01-04,1,8,2018,False
Kevin Knox,2018-2021,18.0,4,18554698.0,4638675.0,1,2017-18,79,215,1999-08-11,1,9,2018,False
Mikal Bridges,2018-2021,21.0,4,17630685.0,4407671.0,1,2017-18,78,209,1996-08-30,1,10,2018,False
Shai Gilgeous-Alexander,2018-2021,19.0,4,16965132.0,4241283.0,1,2017-18,78,180,1998-07-12,1,11,2018,False
Miles Bridges,2018-2021,20.0,4,16317853.0,4079463.0,1,2017-18,78,225,1998-03-21,1,12,2018,False
Jerome Robinson,2018-2020,21.0,4,15692356.0,3923089.0,1,2017-18,76,190,1997-02-22,1,13,2018,False
Michael Porter Jr.,2018-2021,20.0,4,15093095.0,3773274.0,1,2017-18,82,218,1998-06-29,1,14,2018,False
Troy Brown Jr.,2018-2021,18.0,4,14511964.0,3627991.0,1,2017-18,78,215,1999-07-28,1,15,2018,False
Zhaire Smith,2018-2020,19.0,4,13791056.0,3447764.0,1,2017-18,75,205,1999-06-04,1,16,2018,False
Donte DiVincenzo,2018-2021,21.0,4,13106790.0,3276698.0,1,2017-18,76,203,1997-01-31,1,17,2018,False
Lonnie Walker IV,2018-2021,19.0,4,12457536.0,3114384.0,1,2017-18,76,204,1998-12-14,1,18,2018,False
Kevin Huerter,2018-2021,19.0,4,11902517.0,2975629.0,1,2017-18,79,190,1998-08-27,1,19,2018,False
Josh Okogie,2018-2021,19.0,4,11430344.0,2857586.0,1,2017-18,76,213,1998-09-01,1,20,2018,False
Aaron Holiday,2018-2021,21.0,4,10477351.0,2619338.0,1,2017-18,72,185,1996-09-30,1,23,2018,False
Anfernee Simons,2018-2021,19.0,4,10175938.0,2543985.0,1,2017-18,75,181,1999-06-08,1,24,2018,False
Moritz Wagner,2018-2020,21.0,4,9881138.0,2470285.0,1,2017-18,83,245,1997-04-26,1,25,2018,False
Landry Shamet,2018-2021,21.0,4,9557142.0,2389286.0,1,2017-18,76,190,1997-03-13,1,26,2018,False
Jacob Evans,2018-2020,21.0,4,9228703.0,2307176.0,1,2017-18,76,210,1997-06-18,1,28,2018,False
Omari Spellman,2018-2020,20.0,4,9095405.0,2273851.0,1,2017-18,80,245,1997-07-21,1,30,2018,False
Grayson Allen,2018-2021,22.0,4,7049040.0,1762260.0,1,2017-18,76,198,1995-10-08,1,21,2018,False
Jonah Bolden,2018-2021,22.0,4,7000000.0,1750000.0,1,2017-18,80,220,1996-01-02,2,36,2017,False
Chandler Hutchison,2018-2021,22.0,4,6767280.0,1691820.0,1,2017-18,78,210,1996-04-26,1,22,2018,False
Jalen Brunson,2018-2021,21.0,4,6112770.0,1528193.0,1,2017-18,73,190,1996-08-31,2,33,2018,False
Ray Spalding,2018-2021,21.0,4,5721234.0,1430309.0,1,2017-18,82,215,1997-03-11,2,56,2018,False
Rodions Kurucs,2018-2020,20.0,3,5097708.0,1699236.0,1,2017-18,81,228,1998-02-05,2,40,2018,False
Mitchell Robinson,2018-2020,19.0,3,4709013.0,1569671.0,1,2017-18,84,240,1998-04-01,2,36,2018,False
Elie Okobo,2018-2020,20.0,3,4319177.0,1439726.0,1,2017-18,75,190,1997-10-23,2,31,2018,False
Isaac Bonga,2018-2020,18.0,3,4080713.0,1360238.0,1,2017-18,80,180,1999-11-08,2,39,2018,False
Devonte' Graham,2018-2020,23.0,3,4069177.0,1356392.0,1,2017-18,73,195,1995-02-22,2,34,2018,False
Hamidou Diallo,2018-2020,19.0,3,3919177.0,1306392.0,1,2017-18,77,202,1998-07-31,2,45,2018,False
Keita Bates-Diop,2018-2020,22.0,3,3919177.0,1306392.0,1,2017-18,80,229,1996-01-23,2,48,2018,False
Isaiah Hartenstein,2018-2020,19.0,3,3919177.0,1306392.0,1,2017-18,84,250,1998-05-05,2,43,2017,False
Gary Trent Jr.,2018-2020,18.0,3,3919177.0,1306392.0,1,2017-18,77,209,1999-01-18,2,37,2018,False
Khyri Thomas,2018-2020,21.0,3,3919177.0,1306392.0,1,2017-18,75,210,1996-05-08,2,38,2018,False
Jarred Vanderbilt,2018-2020,18.0,3,3919177.0,1306392.0,1,2017-18,81,214,1999-04-03,2,41,2018,False
Melvin Frazier,2018-2020,21.0,2,2466852.0,1233426.0,1,2017-18,77,215,1996-08-30,2,35,2018,False
De'Anthony Melton,2018-2019,19.0,2,2365852.0,1182926.0,1,2017-18,74,200,1998-05-28,2,46,2018,False
Jevon Carter,2018-2019,22.0,2,2255316.0,1127658.0,1,2017-18,73,200,1995-09-14,2,32,2018,False
Alize Johnson,2018-2019,22.0,2,2255316.0,1127658.0,1,2017-18,79,212,1996-04-22,2,50,2018,False
Ryan Broekhoff,2018-2019,27.0,2,2255316.0,1127658.0,1,2017-18,78,215,1990-08-23,0,0,0,True
Vince Edwards,2018-2018,22.0,1,838464.0,838464.0,1,2017-18,80,225,1996-04-05,2,52,2018,False
Brad Wanamaker,2018-2018,28.0,1,838464.0,838464.0,1,2017-18,75,210,1989-07-25,0,0,0,True
Gary Clark,2018-2018,23.0,1,838464.0,838464.0,1,2017-18,78,225,1994-11-16,0,0,0,True
Zion Williamson,2019-2022,18.0,4,44271137.0,11067784.0,1,2018-19,78,284,2000-07-06,1,1,2019,False
Ja Morant,2019-2022,19.0,4,39619840.0,9904960.0,1,2018-19,75,174,1999-08-10,1,2,2019,False
De'Andre Hunter,2019-2022,21.0,4,32101641.0,8025410.0,1,2018-19,80,225,1997-12-02,1,4,2019,False
Darius Garland,2019-2022,19.0,4,29083315.0,7270829.0,1,2018-19,73,192,2000-01-26,1,5,2019,False
Jarrett Culver,2019-2022,20.0,4,26422143.0,6605536.0,1,2018-19,78,195,1999-02-20,1,6,2019,False
Coby White,2019-2022,19.0,4,24131515.0,6032879.0,1,2018-19,77,195,2000-02-16,1,7,2019,False
Jaxson Hayes,2019-2022,19.0,4,22118492.0,5529623.0,1,2018-19,83,220,2000-05-23,1,8,2019,False
Rui Hachimura,2019-2022,21.0,4,20341348.0,5085337.0,1,2018-19,80,230,1998-02-08,1,9,2019,False
Cam Reddish,2019-2022,19.0,4,19328334.0,4832084.0,1,2018-19,80,218,1999-09-01,1,10,2019,False
Cameron Johnson,2019-2022,23.0,4,18593499.0,4648375.0,1,2018-19,80,210,1996-03-03,1,11,2019,False
Tyler Herro,2019-2022,19.0,4,17188836.0,4297209.0,1,2018-19,77,195,2000-01-20,1,13,2019,False
Romeo Langford,2019-2022,19.0,4,16528217.0,4132054.0,1,2018-19,76,216,1999-10-25,1,14,2019,False
Sekou Doumbouya,2019-2022,18.0,4,15887971.0,3971993.0,1,2018-19,80,230,2000-12-23,1,15,2019,False
Nickeil Alexander-Walker,2019-2022,20.0,4,14349113.0,3587278.0,1,2018-19,78,205,1998-09-02,1,17,2019,False
Goga Bitadze,2019-2022,19.0,4,13638019.0,3409505.0,1,2018-19,83,250,1999-07-20,1,18,2019,False
Matisse Thybulle,2019-2022,22.0,4,12513127.0,3128282.0,1,2018-19,77,201,1997-03-04,1,20,2019,False
Brandon Clarke,2019-2022,22.0,4,12152560.0,3038140.0,1,2018-19,80,215,1996-09-19,1,21,2019,False
Grant Williams,2019-2022,20.0,4,11802681.0,2950670.0,1,2018-19,78,236,1998-11-30,1,22,2019,False
Darius Bazley,2019-2022,19.0,4,11461629.0,2865407.0,1,2018-19,80,208,2000-06-12,1,23,2019,False
Ty Jerome,2019-2022,21.0,4,11129417.0,2782354.0,1,2018-19,77,195,1997-07-08,1,24,2019,False
Nassir Little,2019-2022,19.0,4,10803948.0,2700987.0,1,2018-19,77,220,2000-02-11,1,25,2019,False
Dylan Windler,2019-2022,22.0,4,10449718.0,2612430.0,1,2018-19,78,196,1996-09-22,1,26,2019,False
Mfiondu Kabengele,2019-2022,21.0,4,10151244.0,2537811.0,1,2018-19,81,250,1997-08-14,1,27,2019,False
Jordan Poole,2019-2022,20.0,4,10090879.0,2522720.0,1,2018-19,76,194,1999-06-19,1,28,2019,False
Keldon Johnson,2019-2022,19.0,4,10017385.0,2504346.0,1,2018-19,77,220,1999-10-11,1,29,2019,False
Kevin Porter Jr.,2019-2022,19.0,4,8009193.0,2002298.0,1,2018-19,76,203,2000-05-04,1,30,2019,False
Daniel Gafford,2019-2022,20.0,4,6129593.0,1532398.0,1,2018-19,82,234,1998-10-01,2,38,2019,False
Nigel Williams-Goss,2019-2021,24.0,3,4800602.0,1600201.0,1,2018-19,74,190,1994-09-16,2,55,2017,False
Isaiah Roby,2019-2021,21.0,3,4800602.0,1600201.0,1,2018-19,80,230,1998-02-03,2,45,2019,False
Bruno Fernando,2019-2021,20.0,3,4700602.0,1566867.0,1,2018-19,81,240,1998-08-15,2,34,2019,False
Jaylen Nowell,2019-2021,19.0,4,4700602.0,1175151.0,1,2018-19,76,201,1999-07-09,2,43,2019,False
Carsen Edwards,2019-2021,21.0,3,4528628.0,1509543.0,1,2018-19,71,200,1998-03-12,2,33,2019,False
Cody Martin,2019-2021,23.0,3,4473912.0,1491304.0,1,2018-19,77,205,1995-09-28,2,36,2019,False
Terance Mann,2019-2021,22.0,3,4300602.0,1433534.0,1,2018-19,77,215,1996-10-18,2,48,2019,False
Admiral Schofield,2019-2021,22.0,3,4300602.0,1433534.0,1,2018-19,77,241,1997-03-30,2,42,2019,False
KZ Okpala,2019-2021,20.0,3,4198912.0,1399637.0,1,2018-19,80,215,1999-04-28,2,32,2019,False
Justin James,2019-2021,21.0,3,4198912.0,1399637.0,1,2018-19,79,190,1997-01-24,2,40,2019,False
Dewan Hernandez,2019-2021,22.0,3,4198912.0,1399637.0,1,2018-19,82,235,1996-12-09,2,59,2019,False
Miye Oni,2019-2021,21.0,3,4198912.0,1399637.0,1,2018-19,77,206,1997-08-04,2,58,2019,False
Eric Paschall,2019-2021,22.0,3,4198912.0,1399637.0,1,2018-19,78,255,1996-11-04,2,41,2019,False
Ignas Brazdeikis,2019-2020,20.0,2,2416291.0,1208146.0,1,2018-19,78,221,1999-01-08,2,47,2019,False
Talen Horton-Tucker,2019-2020,18.0,2,2416291.0,1208146.0,1,2018-19,76,234,2000-11-25,2,46,2019,False
Anthony Edwards,2020-2023,19.0,4,44271137.0,11067784.0,1,2019-20,76,225,2001-08-05,1,1,2020,False
James Wiseman,2020-2023,19.0,4,39619840.0,9904960.0,1,2019-20,84,240,2001-03-31,1,2,2020,False
LaMelo Ball,2020-2023,19.0,4,35596275.0,8899069.0,1,2019-20,79,180,2001-08-22,1,3,2020,False
Patrick Williams,2020-2023,19.0,4,32101641.0,8025410.0,1,2019-20,79,215,2001-08-26,1,4,2020,False
Isaac Okoro,2020-2023,19.0,4,29083315.0,7270829.0,1,2019-20,77,225,2001-01-26,1,5,2020,False
Onyeka Okongwu,2020-2023,19.0,4,26422143.0,6605536.0,1,2019-20,80,235,2000-12-11,1,6,2020,False
Killian Hayes,2020-2021,19.0,4,24131515.0,6032879.0,1,2019-20,77,195,2001-07-27,1,7,2020,False
Obi Toppin,2020-2023,22.0,4,22118492.0,5529623.0,1,2019-20,81,220,1998-03-04,1,8,2020,False
Deni Avdija,2020-2021,19.0,4,20341348.0,5085337.0,1,2019-20,81,210,2001-01-03,1,9,2020,False
Jalen Smith,2020-2023,20.0,4,19328334.0,4832084.0,1,2019-20,82,215,2000-03-16,1,10,2020,False
Devin Vassell,2020-2023,20.0,4,18593499.0,4648375.0,1,2019-20,77,200,2000-08-23,1,11,2020,False
Tyrese Haliburton,2020-2023,20.0,4,17878995.0,4469749.0,1,2019-20,77,185,2000-02-29,1,12,2020,False
Kira Lewis Jr.,2020-2023,19.0,4,17188836.0,4297209.0,1,2019-20,73,170,2001-04-06,1,13,2020,False
Aaron Nesmith,2020-2023,21.0,4,16528217.0,4132054.0,1,2019-20,77,215,1999-10-16,1,14,2020,False
Cole Anthony,2020-2023,20.0,4,15887971.0,3971993.0,1,2019-20,74,185,2000-05-15,1,15,2020,False
Chuma Okeke,2020-2023,22.0,4,15098193.0,3774548.0,1,2019-20,78,229,1998-08-18,1,16,2019,False
Isaiah Stewart,2020-2023,19.0,4,15098193.0,3774548.0,1,2019-20,80,250,2001-05-22,1,16,2020,False
Aleksej Pokusevski,2020-2023,18.0,4,14349113.0,3587278.0,1,2019-20,84,190,2001-12-26,1,17,2020,False
Josh Green,2020-2023,20.0,4,13638019.0,3409505.0,1,2019-20,77,200,2000-11-16,1,18,2020,False
Saddiq Bey,2020-2021,21.0,4,13030303.0,3257576.0,1,2019-20,79,215,1999-04-09,1,19,2020,False
Precious Achiuwa,2020-2023,21.0,4,12513127.0,3128282.0,1,2019-20,80,225,1999-09-19,1,20,2020,False
Tyrese Maxey,2020-2023,20.0,4,12152560.0,3038140.0,1,2019-20,74,200,2000-11-04,1,21,2020,False
Zeke Nnaji,2020-2021,19.0,4,11802681.0,2950670.0,1,2019-20,81,240,2001-01-09,1,22,2020,False
Immanuel Quickley,2020-2021,21.0,4,10803948.0,2700987.0,1,2019-20,75,190,1999-06-17,1,25,2020,False
Payton Pritchard,2020-2023,22.0,4,10449718.0,2612430.0,1,2019-20,73,195,1998-01-28,1,26,2020,False
Udoka Azubuike,2020-2023,21.0,4,10151244.0,2537811.0,1,2019-20,82,280,1999-09-17,1,27,2020,False
Jaden McDaniels,2020-2023,20.0,4,10090879.0,2522720.0,1,2019-20,81,185,2000-09-29,1,28,2020,False
Malachi Flynn,2020-2021,22.0,4,10017385.0,2504346.0,1,2019-20,73,175,1998-05-10,1,29,2020,False
Desmond Bane,2020-2023,22.0,4,9944923.0,2486231.0,1,2019-20,77,215,1998-06-25,1,30,2020,False
Vernon Carey Jr.,2020-2022,19.0,3,6581283.0,2193761.0,1,2019-20,81,270,2001-02-25,2,32,2020,False
Tyrell Terry,2020-2023,20.0,4,6521129.0,1630282.0,1,2019-20,74,160,2000-09-28,2,31,2020,False
Robert Woodard II,2020-2022,20.0,3,4800602.0,1600201.0,1,2019-20,78,235,1999-09-22,2,40,2020,False
Nick Richards,2020-2022,23.0,3,4300602.0,1433534.0,1,2019-20,84,245,1997-11-29,2,42,2020,False
Jahmi'us Ramsey,2020-2022,19.0,3,4300602.0,1433534.0,1,2019-20,75,190,2001-06-09,2,43,2020,False
Deividas Sirvydis,2020-2022,20.0,3,4198912.0,1399637.0,1,2019-20,80,190,2000-06-10,2,37,2019,False
Tre Jones,2020-2022,20.0,3,4198912.0,1399637.0,1,2019-20,73,185,2000-01-08,2,41,2020,False
Isaiah Joe,2020-2022,21.0,3,4198912.0,1399637.0,1,2019-20,76,165,1999-07-02,2,49,2020,False
Kenyon Martin Jr.,2020-2022,18.0,3,4198912.0,1399637.0,1,2019-20,78,215,2001-01-06,2,52,2020,False
Daniel Oturu,2020-2021,21.0,2,2416291.0,1208146.0,1,2019-20,80,240,1999-09-20,2,33,2020,False
Jordan Nwora,2020-2021,22.0,2,2416291.0,1208146.0,1,2019-20,80,225,1998-09-09,2,45,2020,False
CJ Elleby,2020-2021,20.0,2,2416291.0,1208146.0,1,2019-20,78,200,2000-06-16,2,46,2020,False
